Temps	Canal A	Canal B
(s)	(V)	(V)

0.24936448	0.00091556	5.08255200
0.24969216	0.00091556	5.08255200
0.25001984	5.09231900	5.08255200
0.25034752	5.09231900	5.08255200
0.25067520	5.00442500	5.08255200
0.25100288	5.00442500	5.08255200
0.25133056	5.00442500	5.08255200
0.25165824	5.09231900	0.10040590
0.25198592	5.00442500	-0.07446516
0.25231360	5.09231900	0.01312296
0.25264128	5.09231900	0.01312296
0.25296896	5.00442500	-0.07446516
0.25329664	0.00091556	0.01312296
0.25362432	0.00091556	0.01312296
0.25395200	0.00091556	0.01312296
0.25427968	0.00091556	0.18799400
0.25460736	0.00091556	0.01312296
0.25493504	0.00091556	-0.07446516
0.25526272	0.00091556	5.08255200
0.25559040	0.00091556	5.08255200
0.25591808	0.00091556	5.08255200
0.25624576	0.00091556	5.08255200
0.25657344	5.53117500	5.43229500
0.25690112	5.09231900	5.08255200
0.25722880	5.00442500	5.08255200
0.25755648	5.09231900	5.08255200
0.25788416	5.09231900	5.08255200
0.25821184	5.00442500	5.08255200
0.25853952	5.09231900	0.01312296
0.25886720	5.09231900	-0.16174810
0.25919488	5.09231900	-0.07446516
0.25952256	5.09231900	0.01312296
0.25985024	0.00091556	-0.07446516
0.26017792	0.00091556	0.01312296
0.26050560	0.00091556	0.10040590
0.26083328	0.00091556	0.10040590
0.26116096	0.00091556	0.01312296
0.26148864	0.00091556	7.18039500
0.26181632	0.00091556	5.08255200
0.26214400	0.00091556	5.08255200
0.26247168	0.00091556	5.08255200
0.26279936	0.00091556	5.08255200
0.26312704	5.00442500	5.08255200
0.26345472	5.00442500	5.08255200
0.26378240	5.00442500	5.08255200
0.26411008	5.09231900	5.08255200
0.26443776	5.09231900	5.08255200
0.26476544	5.00442500	-0.07446516
0.26509312	5.00442500	0.01312296
0.26542080	5.00442500	-0.07446516
0.26574848	5.09231900	0.01312296
0.26607616	5.00442500	0.01312296
0.26640384	0.00091556	0.01312296
0.26673152	0.00091556	0.01312296
0.26705920	0.00091556	-0.07446516
0.26738688	0.00091556	0.01312296
0.26771456	0.00091556	0.01312296
0.26804224	-0.08697775	5.08255200
0.26836992	0.00091556	5.08255200
0.26869760	0.00091556	5.08255200
0.26902528	0.00091556	5.08255200
0.26935296	0.00091556	5.08255200
0.26968064	5.09231900	5.08255200
0.27000832	5.09231900	5.08255200
0.27033600	5.09231900	5.08255200
0.27066368	5.09231900	5.08255200
0.27099136	5.09231900	5.08255200
0.27131904	5.09231900	0.01312296
0.27164672	5.09231900	-0.07446516
0.27197440	5.09231900	-0.07446516
0.27230208	5.00442500	0.01312296
0.27262976	0.00091556	0.01312296
0.27295744	0.00091556	0.01312296
0.27328512	0.00091556	0.01312296
0.27361280	0.00091556	0.01312296
0.27394048	0.00091556	0.01312296
0.27426816	0.00091556	5.08255200
0.27459584	0.00091556	5.08255200
0.27492352	0.00091556	5.08255200
0.27525120	0.00091556	5.08255200
0.27557888	0.00091556	5.08255200
0.27590656	5.00442500	5.08255200
0.27623424	5.09231900	5.08255200
0.27656192	5.09231900	5.08255200
0.27688960	5.09231900	5.08255200
0.27721728	5.00442500	5.08255200
0.27754496	5.09231900	0.01312296
0.27787264	5.09231900	-0.07446516
0.27820032	5.00442500	0.01312296
0.27852800	5.09231900	0.01312296
0.27885568	0.00091556	-0.07446516
0.27918336	0.00091556	0.27527700
0.27951104	-0.08697775	-0.07446516
0.27983872	0.00091556	0.01312296
0.28016640	0.00091556	0.01312296
0.28049408	0.00091556	5.08255200
0.28082176	0.00091556	5.08255200
0.28114944	0.00091556	5.08255200
0.28147712	0.00091556	5.08255200
0.28180480	5.09231900	5.08255200
0.28213248	5.00442500	5.08255200
0.28246016	5.00442500	5.08255200
0.28278784	5.09231900	5.08255200
0.28311552	5.00442500	5.08255200
0.28344320	5.00442500	0.01312296
0.28377088	5.00442500	-0.07446516
0.28409856	5.09231900	-0.07446516
0.28442624	5.00442500	0.01312296
0.28475392	0.00091556	0.01312296
0.28508160	0.00091556	0.01312296
0.28540928	0.00091556	0.01312296
0.28573696	0.00091556	0.01312296
0.28606464	0.00091556	0.01312296
0.28639232	0.00091556	5.08255200
0.28672000	0.00091556	5.08255200
0.28704768	0.00091556	5.08255200
0.28737536	0.00091556	5.08255200
0.28770304	5.09231900	5.17014100
0.28803072	5.09231900	5.08255200
0.28835840	5.00442500	5.08255200
0.28868608	5.09231900	5.08255200
0.28901376	5.09231900	5.08255200
0.28934144	5.09231900	0.01312296
0.28966912	5.09231900	0.01312296
0.28999680	5.00442500	-0.07446516
0.29032448	5.00442500	0.01312296
0.29065216	-0.08697775	-0.07446516
0.29097984	0.00091556	0.01312296
0.29130752	0.00091556	0.01312296
0.29163520	0.00091556	0.01312296
0.29196288	0.00091556	0.01312296
0.29229056	0.00091556	5.08255200
0.29261824	0.00091556	5.08255200
0.29294592	0.00091556	5.08255200
0.29327360	0.00091556	5.08255200
0.29360128	5.09231900	5.08255200
0.29392896	5.00442500	5.08255200
0.29425664	5.00442500	5.08255200
0.29458432	5.00442500	5.08255200
0.29491200	5.09231900	5.08255200
0.29523968	5.09231900	0.01312296
0.29556736	5.00442500	0.01312296
0.29589504	5.09231900	-0.07446516
0.29622272	5.09231900	0.01312296
0.29655040	0.00091556	-0.07446516
0.29687808	0.00091556	0.01312296
0.29720576	0.00091556	-0.07446516
0.29753344	0.00091556	0.01312296
0.29786112	0.00091556	-0.07446516
0.29818880	0.00091556	5.08255200
0.29851648	0.00091556	5.08255200
0.29884416	0.00091556	5.08255200
0.29917184	0.00091556	5.08255200
0.29949952	5.09231900	5.08255200
0.29982720	5.09231900	5.08255200
0.30015488	5.09231900	5.08255200
0.30048256	5.09231900	4.99527000
0.30081024	5.18021200	-0.16174810
0.30113792	5.09231900	0.10040590
0.30146560	5.09231900	0.01312296
0.30179328	5.09231900	0.01312296
0.30212096	5.09231900	0.01312296
0.30244864	0.00091556	0.01312296
0.30277632	0.00091556	0.10040590
0.30310400	-0.08697775	-0.07446516
0.30343168	0.00091556	0.01312296
0.30375936	0.00091556	5.08255200
0.30408704	0.00091556	5.08255200
0.30441472	0.00091556	5.08255200
0.30474240	0.00091556	5.08255200
0.30507008	5.09231900	5.08255200
0.30539776	5.00442500	5.08255200
0.30572544	5.09231900	5.08255200
0.30605312	5.09231900	5.08255200
0.30638080	5.09231900	5.08255200
0.30670848	5.00442500	0.01312296
0.30703616	5.09231900	0.01312296
0.30736384	5.09231900	-0.07446516
0.30769152	5.09231900	0.01312296
0.30801920	0.00091556	0.01312296
0.30834688	0.00091556	-0.07446516
0.30867456	0.00091556	0.01312296
0.30900224	0.00091556	0.01312296
0.30932992	0.00091556	5.08255200
0.30965760	-0.08697775	5.08255200
0.30998528	0.00091556	5.08255200
0.31031296	0.00091556	5.08255200
0.31064064	5.00442500	5.08255200
0.31096832	5.09231900	5.08255200
0.31129600	5.09231900	5.08255200
0.31162368	5.09231900	5.08255200
0.31195136	5.00442500	5.08255200
0.31227904	5.00442500	0.01312296
0.31260672	5.09231900	-0.07446516
0.31293440	5.00442500	-0.07446516
0.31326208	5.09231900	0.01312296
0.31358976	0.00091556	-0.07446516
0.31391744	0.00091556	-0.07446516
0.31424512	0.00091556	0.01312296
0.31457280	0.00091556	-0.07446516
0.31490048	0.00091556	5.08255200
0.31522816	0.00091556	5.08255200
0.31555584	0.00091556	5.08255200
0.31588352	0.00091556	5.08255200
0.31621120	5.09231900	5.08255200
0.31653888	5.09231900	5.08255200
0.31686656	5.00442500	5.08255200
0.31719424	5.00442500	5.08255200
0.31752192	5.09231900	-0.07446516
0.31784960	5.09231900	-0.07446516
0.31817728	5.09231900	-0.07446516
0.31850496	5.09231900	0.01312296
0.31883264	0.00091556	-0.07446516
0.31916032	0.00091556	0.01312296
0.31948800	0.00091556	0.01312296
0.31981568	0.00091556	0.10040590
0.32014336	0.00091556	5.86932000
0.32047104	0.00091556	5.08255200
0.32079872	0.00091556	5.08255200
0.32112640	0.00091556	5.08255200
0.32145408	5.09231900	5.08255200
0.32178176	5.00442500	5.08255200
0.32210944	5.09231900	5.08255200
0.32243712	5.09231900	5.08255200
0.32276480	5.09231900	0.01312296
0.32309248	5.09231900	-0.07446516
0.32342016	5.00442500	0.01312296
0.32374784	5.09231900	0.01312296
0.32407552	0.00091556	0.01312296
0.32440320	0.00091556	0.10040590
0.32473088	0.00091556	0.01312296
0.32505856	0.00091556	0.01312296
0.32538624	-0.08697775	6.56849900
0.32571392	0.00091556	5.08255200
0.32604160	0.00091556	5.08255200
0.32636928	0.00091556	5.08255200
0.32669696	5.00442500	5.08255200
0.32702464	5.09231900	5.08255200
0.32735232	5.00442500	5.08255200
0.32768000	5.09231900	5.08255200
0.32800768	5.09231900	0.01312296
0.32833536	5.09231900	0.01312296
0.32866304	5.00442500	0.01312296
0.32899072	5.09231900	0.01312296
0.32931840	0.00091556	0.01312296
0.32964608	0.00091556	0.01312296
0.32997376	0.00091556	0.10040590
0.33030144	0.00091556	0.01312296
0.33062912	0.00091556	6.04419100
0.33095680	0.00091556	4.99527000
0.33128448	0.00091556	5.08255200
0.33161216	0.00091556	5.08255200
0.33193984	5.09231900	4.99527000
0.33226752	5.09231900	5.08255200
0.33259520	5.09231900	4.99527000
0.33292288	5.09231900	5.08255200
0.33325056	5.09231900	0.01312296
0.33357824	5.09231900	0.01312296
0.33390592	5.00442500	0.01312296
0.33423360	5.00442500	0.01312296
0.33456128	0.00091556	0.01312296
0.33488896	0.00091556	-0.07446516
0.33521664	0.00091556	0.01312296
0.33554432	0.00091556	0.01312296
0.33587200	0.00091556	5.08255200
0.33619968	0.00091556	5.08255200
0.33652736	0.00091556	5.08255200
0.33685504	0.00091556	5.08255200
0.33718272	5.09231900	5.08255200
0.33751040	5.00442500	5.08255200
0.33783808	5.00442500	5.08255200
0.33816576	5.09231900	5.08255200
0.33849344	5.09231900	0.01312296
0.33882112	5.00442500	0.01312296
0.33914880	5.00442500	0.01312296
0.33947648	0.00091556	-0.07446516
0.33980416	0.00091556	-0.07446516
0.34013184	0.00091556	-0.07446516
0.34045952	0.00091556	0.01312296
0.34078720	0.00091556	6.30634500
0.34111488	0.00091556	5.08255200
0.34144256	0.00091556	5.08255200
0.34177024	0.00091556	5.08255200
0.34209792	5.09231900	5.08255200
0.34242560	5.00442500	5.08255200
0.34275328	5.00442500	5.08255200
0.34308096	5.00442500	4.99527000
0.34340864	5.00442500	0.01312296
0.34373632	5.00442500	0.01312296
0.34406400	5.09231900	0.01312296
0.34439168	5.09231900	0.01312296
0.34471936	0.00091556	-0.07446516
0.34504704	0.00091556	0.01312296
0.34537472	0.00091556	0.01312296
0.34570240	0.08850367	0.10040590
0.34603008	0.00091556	5.08255200
0.34635776	0.00091556	5.08255200
0.34668544	0.00091556	5.08255200
0.34701312	5.00442500	5.08255200
0.34734080	5.00442500	5.08255200
0.34766848	5.09231900	5.08255200
0.34799616	5.09231900	5.08255200
0.34832384	5.00442500	0.01312296
0.34865152	5.00442500	-0.07446516
0.34897920	5.09231900	-0.07446516
0.34930688	5.00442500	0.01312296
0.34963456	0.00091556	0.01312296
0.34996224	0.00091556	0.01312296
0.35028992	0.00091556	0.01312296
0.35061760	0.00091556	0.01312296
0.35094528	0.08850367	5.08255200
0.35127296	0.00091556	5.08255200
0.35160064	0.00091556	5.08255200
0.35192832	5.00442500	5.08255200
0.35225600	5.09231900	5.08255200
0.35258368	5.09231900	5.08255200
0.35291136	5.09231900	5.08255200
0.35323904	5.09231900	0.01312296
0.35356672	5.00442500	-0.07446516
0.35389440	5.09231900	-0.07446516
0.35422208	5.09231900	0.01312296
0.35454976	0.00091556	0.01312296
0.35487744	0.00091556	0.01312296
0.35520512	0.00091556	-0.07446516
0.35553280	0.00091556	7.00552400
0.35586048	0.00091556	5.08255200
0.35618816	0.00091556	5.08255200
0.35651584	0.00091556	5.08255200
0.35684352	5.00442500	5.08255200
0.35717120	5.09231900	5.08255200
0.35749888	5.09231900	5.08255200
0.35782656	5.09231900	5.08255200
0.35815424	5.09231900	-0.07446516
0.35848192	5.00442500	0.01312296
0.35880960	5.09231900	-0.07446516
0.35913728	0.00091556	0.01312296
0.35946496	0.00091556	0.01312296
0.35979264	0.00091556	0.01312296
0.36012032	0.00091556	0.01312296
0.36044800	0.00091556	5.08255200
0.36077568	0.00091556	5.08255200
0.36110336	0.00091556	5.08255200
0.36143104	5.09231900	5.08255200
0.36175872	5.00442500	5.08255200
0.36208640	5.09231900	5.08255200
0.36241408	5.00442500	5.08255200
0.36274176	5.00442500	0.01312296
0.36306944	5.09231900	0.01312296
0.36339712	5.00442500	0.01312296
0.36372480	0.00091556	-0.07446516
0.36405248	0.00091556	0.01312296
0.36438016	0.00091556	0.01312296
0.36470784	0.00091556	0.01312296
0.36503552	0.00091556	5.08255200
0.36536320	0.00091556	5.08255200
0.36569088	0.00091556	5.08255200
0.36601856	5.18021200	5.17014100
0.36634624	5.09231900	5.08255200
0.36667392	5.09231900	5.08255200
0.36700160	5.09231900	5.08255200
0.36732928	5.09231900	0.01312296
0.36765696	5.09231900	0.01312296
0.36798464	5.09231900	-0.07446516
0.36831232	0.00091556	0.01312296
0.36864000	0.00091556	0.01312296
0.36896768	-0.08697775	-0.07446516
0.36929536	0.00091556	-0.07446516
0.36962304	0.00091556	5.08255200
0.36995072	0.00091556	5.08255200
0.37027840	0.00091556	5.08255200
0.37060608	5.79454900	5.51957800
0.37093376	5.09231900	5.08255200
0.37126144	5.00442500	5.08255200
0.37158912	5.00442500	5.08255200
0.37191680	5.00442500	0.01312296
0.37224448	5.00442500	0.01312296
0.37257216	5.00442500	0.01312296
0.37289984	0.00091556	0.01312296
0.37322752	0.00091556	0.01312296
0.37355520	0.00091556	0.01312296
0.37388288	0.00091556	-0.07446516
0.37421056	0.00091556	5.08255200
0.37453824	0.00091556	4.99527000
0.37486592	0.00091556	5.08255200
0.37519360	5.09231900	5.08255200
0.37552128	5.09231900	5.08255200
0.37584896	5.09231900	5.08255200
0.37617664	5.00442500	5.08255200
0.37650432	5.00442500	-0.07446516
0.37683200	5.00442500	0.01312296
0.37715968	5.09231900	0.01312296
0.37748736	0.00091556	0.01312296
0.37781504	0.00091556	0.10040590
0.37814272	0.00091556	0.01312296
0.37847040	0.00091556	0.01312296
0.37879808	0.00091556	5.08255200
0.37912576	0.00091556	5.08255200
0.37945344	0.00091556	5.08255200
0.37978112	5.09231900	5.08255200
0.38010880	5.09231900	5.08255200
0.38043648	5.09231900	5.08255200
0.38076416	5.00442500	5.08255200
0.38109184	5.09231900	0.01312296
0.38141952	5.00442500	0.01312296
0.38174720	5.09231900	-0.07446516
0.38207488	0.00091556	0.01312296
0.38240256	-0.08697775	0.01312296
0.38273024	-0.08697775	0.01312296
0.38305792	0.00091556	7.09311200
0.38338560	0.00091556	5.08255200
0.38371328	0.00091556	5.08255200
0.38404096	0.00091556	5.08255200
0.38436864	5.09231900	5.08255200
0.38469632	5.09231900	5.08255200
0.38502400	5.09231900	5.08255200
0.38535168	5.09231900	0.01312296
0.38567936	5.00442500	0.01312296
0.38600704	5.00442500	0.10040590
0.38633472	5.09231900	-0.07446516
0.38666240	0.00091556	0.01312296
0.38699008	0.00091556	0.01312296
0.38731776	0.00091556	-0.07446516
0.38764544	0.00091556	6.21906200
0.38797312	0.00091556	5.08255200
0.38830080	0.00091556	5.08255200
0.38862848	0.00091556	5.08255200
0.38895616	5.09231900	5.08255200
0.38928384	5.09231900	5.08255200
0.38961152	5.00442500	5.08255200
0.38993920	5.09231900	0.01312296
0.39026688	5.09231900	0.01312296
0.39059456	5.09231900	0.01312296
0.39092224	5.09231900	0.01312296
0.39124992	0.00091556	0.01312296
0.39157760	0.00091556	0.01312296
0.39190528	0.00091556	-0.16174810
0.39223296	0.00091556	6.48121600
0.39256064	0.00091556	5.08255200
0.39288832	0.00091556	5.08255200
0.39321600	0.00091556	5.08255200
0.39354368	5.09231900	5.08255200
0.39387136	5.00442500	5.08255200
0.39419904	5.09231900	5.08255200
0.39452672	5.09231900	5.08255200
0.39485440	5.09231900	0.01312296
0.39518208	5.09231900	0.01312296
0.39550976	5.09231900	-0.07446516
0.39583744	0.00091556	0.01312296
0.39616512	0.00091556	0.01312296
0.39649280	0.00091556	0.01312296
0.39682048	0.00091556	-0.07446516
0.39714816	0.00091556	5.08255200
0.39747584	0.08850367	5.08255200
0.39780352	0.00091556	5.08255200
0.39813120	5.00442500	5.08255200
0.39845888	5.09231900	5.08255200
0.39878656	5.00442500	5.08255200
0.39911424	5.09231900	5.08255200
0.39944192	5.09231900	0.10040590
0.39976960	5.00442500	0.01312296
0.40009728	5.09231900	-0.07446516
0.40042496	5.09231900	0.01312296
0.40075264	0.00091556	0.01312296
0.40108032	0.00091556	0.01312296
0.40140800	0.00091556	0.01312296
0.40173568	0.00091556	0.01312296
0.40206336	0.00091556	5.08255200
0.40239104	0.00091556	5.08255200
0.40271872	0.00091556	5.08255200
0.40304640	5.09231900	5.08255200
0.40337408	5.09231900	5.08255200
0.40370176	5.00442500	5.08255200
0.40402944	5.00442500	5.08255200
0.40435712	5.00442500	0.01312296
0.40468480	5.09231900	-0.07446516
0.40501248	5.00442500	0.01312296
0.40534016	5.09231900	0.01312296
0.40566784	0.00091556	0.01312296
0.40599552	0.00091556	0.01312296
0.40632320	0.00091556	-0.07446516
0.40665088	0.00091556	0.10040590
0.40697856	0.00091556	5.08255200
0.40730624	0.00091556	5.08255200
0.40763392	0.00091556	5.08255200
0.40796160	0.00091556	5.08255200
0.40828928	5.09231900	5.08255200
0.40861696	5.09231900	5.08255200
0.40894464	5.00442500	5.08255200
0.40927232	5.09231900	5.08255200
0.40960000	5.09231900	0.01312296
0.40992768	5.09231900	0.10040590
0.41025536	5.09231900	-0.07446516
0.41058304	5.09231900	0.01312296
0.41091072	0.00091556	0.01312296
0.41123840	0.00091556	0.01312296
0.41156608	0.00091556	0.01312296
0.41189376	0.00091556	0.01312296
0.41222144	0.00091556	6.30634500
0.41254912	0.00091556	5.08255200
0.41287680	0.00091556	5.08255200
0.41320448	0.00091556	5.08255200
0.41353216	5.70665600	5.51957800
0.41385984	5.09231900	5.08255200
0.41418752	5.09231900	5.08255200
0.41451520	5.09231900	5.08255200
0.41484288	5.00442500	5.08255200
0.41517056	5.09231900	0.01312296
0.41549824	5.09231900	-0.07446516
0.41582592	5.09231900	0.01312296
0.41615360	5.09231900	0.01312296
0.41648128	0.00091556	0.01312296
0.41680896	0.00091556	0.01312296
0.41713664	0.00091556	0.01312296
0.41746432	0.00091556	0.01312296
0.41779200	0.00091556	0.01312296
0.41811968	0.00091556	5.08255200
0.41844736	0.00091556	5.08255200
0.41877504	0.00091556	5.08255200
0.41910272	0.00091556	5.08255200
0.41943040	5.09231900	5.08255200
0.41975808	5.09231900	5.08255200
0.42008576	5.09231900	5.08255200
0.42041344	5.09231900	5.08255200
0.42074112	5.09231900	5.08255200
0.42106880	5.00442500	0.01312296
0.42139648	5.09231900	0.01312296
0.42172416	5.09231900	0.01312296
0.42205184	5.09231900	0.01312296
0.42237952	0.00091556	0.01312296
0.42270720	0.00091556	0.01312296
0.42303488	0.00091556	-0.07446516
0.42336256	0.00091556	0.10040590
0.42369024	0.00091556	0.01312296
0.42401792	0.00091556	5.08255200
0.42434560	0.00091556	5.08255200
0.42467328	0.00091556	5.08255200
0.42500096	0.00091556	5.08255200
0.42532864	0.00091556	5.08255200
0.42565632	5.09231900	5.08255200
0.42598400	5.09231900	5.08255200
0.42631168	5.00442500	5.08255200
0.42663936	5.00442500	5.08255200
0.42696704	5.00442500	5.08255200
0.42729472	5.09231900	0.01312296
0.42762240	5.00442500	0.01312296
0.42795008	5.09231900	0.10040590
0.42827776	5.00442500	0.01312296
0.42860544	0.00091556	-0.07446516
0.42893312	0.00091556	0.10040590
0.42926080	0.00091556	0.01312296
0.42958848	0.00091556	0.01312296
0.42991616	0.00091556	0.01312296
0.43024384	0.00091556	5.08255200
0.43057152	0.00091556	5.08255200
0.43089920	0.00091556	5.08255200
0.43122688	0.00091556	5.08255200
0.43155456	0.00091556	5.08255200
0.43188224	5.09231900	5.08255200
0.43220992	5.00442500	5.08255200
0.43253760	5.00442500	5.08255200
0.43286528	5.09231900	5.08255200
0.43319296	5.00442500	5.08255200
0.43352064	5.00442500	0.01312296
0.43384832	5.00442500	0.01312296
0.43417600	5.00442500	0.01312296
0.43450368	5.00442500	0.01312296
0.43483136	0.00091556	0.01312296
0.43515904	0.00091556	0.01312296
0.43548672	0.00091556	0.01312296
0.43581440	-0.08697775	-0.07446516
0.43614208	0.00091556	0.01312296
0.43646976	0.00091556	6.74337000
0.43679744	0.00091556	5.08255200
0.43712512	0.00091556	5.08255200
0.43745280	0.08850367	5.08255200
0.43778048	0.00091556	5.08255200
0.43810816	5.00442500	5.08255200
0.43843584	5.09231900	5.08255200
0.43876352	5.09231900	5.08255200
0.43909120	5.09231900	5.08255200
0.43941888	5.00442500	5.08255200
0.43974656	5.00442500	0.01312296
0.44007424	5.09231900	0.01312296
0.44040192	5.00442500	0.01312296
0.44072960	5.09231900	0.01312296
0.44105728	5.00442500	0.01312296
0.44138496	0.00091556	0.01312296
0.44171264	0.00091556	-0.07446516
0.44204032	0.00091556	0.01312296
0.44236800	0.00091556	-0.07446516
0.44269568	0.00091556	0.01312296
0.44302336	0.00091556	5.08255200
0.44335104	0.00091556	5.08255200
0.44367872	0.00091556	5.08255200
0.44400640	0.00091556	5.08255200
0.44433408	0.00091556	5.08255200
0.44466176	5.00442500	5.08255200
0.44498944	5.00442500	5.08255200
0.44531712	5.09231900	5.08255200
0.44564480	5.09231900	4.99527000
0.44597248	5.09231900	5.08255200
0.44630016	5.00442500	0.01312296
0.44662784	5.00442500	0.01312296
0.44695552	5.00442500	0.01312296
0.44728320	5.09231900	-0.07446516
0.44761088	0.00091556	0.01312296
0.44793856	0.00091556	0.01312296
0.44826624	0.00091556	0.01312296
0.44859392	0.00091556	0.10040590
0.44892160	0.00091556	0.01312296
0.44924928	0.00091556	5.43229500
0.44957696	0.00091556	5.08255200
0.44990464	0.00091556	5.08255200
0.45023232	-0.08697775	5.08255200
0.45056000	0.00091556	5.08255200
0.45088768	5.09231900	5.08255200
0.45121536	5.09231900	5.08255200
0.45154304	5.09231900	5.08255200
0.45187072	5.09231900	5.08255200
0.45219840	5.09231900	5.08255200
0.45252608	5.09231900	-0.07446516
0.45285376	5.00442500	0.18799400
0.45318144	5.09231900	-0.07446516
0.45350912	5.00442500	0.01312296
0.45383680	0.00091556	0.01312296
0.45416448	0.00091556	-0.07446516
0.45449216	0.00091556	-0.07446516
0.45481984	0.00091556	-0.07446516
0.45514752	-0.08697775	-0.07446516
0.45547520	0.00091556	6.74337000
0.45580288	0.00091556	5.08255200
0.45613056	0.00091556	5.08255200
0.45645824	0.00091556	5.08255200
0.45678592	0.00091556	5.08255200
0.45711360	5.09231900	5.08255200
0.45744128	5.09231900	5.08255200
0.45776896	5.00442500	5.08255200
0.45809664	5.09231900	5.08255200
0.45842432	5.09231900	5.08255200
0.45875200	5.00442500	0.01312296
0.45907968	5.09231900	0.01312296
0.45940736	5.00442500	-0.07446516
0.45973504	5.09231900	-0.07446516
0.46006272	5.09231900	-0.07446516
0.46039040	0.00091556	0.01312296
0.46071808	0.00091556	0.01312296
0.46104576	0.00091556	0.01312296
0.46137344	0.00091556	0.01312296
0.46170112	0.00091556	0.10040590
0.46202880	0.00091556	5.08255200
0.46235648	0.00091556	5.08255200
0.46268416	0.00091556	5.08255200
0.46301184	0.00091556	5.08255200
0.46333952	0.00091556	5.08255200
0.46366720	5.09231900	5.08255200
0.46399488	5.00442500	5.08255200
0.46432256	5.00442500	5.08255200
0.46465024	5.09231900	5.08255200
0.46497792	5.09231900	5.08255200
0.46530560	5.09231900	0.01312296
0.46563328	5.09231900	0.01312296
0.46596096	5.09231900	0.01312296
0.46628864	5.00442500	0.01312296
0.46661632	0.00091556	0.10040590
0.46694400	0.00091556	-0.07446516
0.46727168	0.00091556	-0.07446516
0.46759936	0.00091556	-0.07446516
0.46792704	0.00091556	-0.07446516
0.46825472	0.00091556	5.08255200
0.46858240	0.00091556	5.08255200
0.46891008	0.00091556	5.08255200
0.46923776	0.00091556	5.08255200
0.46956544	0.00091556	5.08255200
0.46989312	5.00442500	4.99527000
0.47022080	5.09231900	5.08255200
0.47054848	5.09231900	5.08255200
0.47087616	5.09231900	5.08255200
0.47120384	5.00442500	5.08255200
0.47153152	5.09231900	0.01312296
0.47185920	5.09231900	0.01312296
0.47218688	5.09231900	0.01312296
0.47251456	5.09231900	0.01312296
0.47284224	5.09231900	0.01312296
0.47316992	-0.08697775	-0.07446516
0.47349760	0.00091556	0.01312296
0.47382528	0.00091556	0.01312296
0.47415296	0.00091556	0.01312296
0.47448064	0.00091556	0.01312296
0.47480832	-0.08697775	5.08255200
0.47513600	0.00091556	5.08255200
0.47546368	0.00091556	5.08255200
0.47579136	0.00091556	5.08255200
0.47611904	5.53117500	5.43229500
0.47644672	5.09231900	4.99527000
0.47677440	5.09231900	5.08255200
0.47710208	5.00442500	5.08255200
0.47742976	5.09231900	5.08255200
0.47775744	5.09231900	5.08255200
0.47808512	5.00442500	-0.07446516
0.47841280	5.00442500	-0.07446516
0.47874048	5.09231900	0.01312296
0.47906816	5.00442500	-0.07446516
0.47939584	0.00091556	0.01312296
0.47972352	0.00091556	0.01312296
0.48005120	0.00091556	-0.07446516
0.48037888	0.00091556	0.01312296
0.48070656	0.00091556	0.01312296
0.48103424	0.00091556	0.01312296
0.48136192	0.00091556	5.08255200
0.48168960	0.00091556	5.08255200
0.48201728	-0.08697775	5.08255200
0.48234496	0.00091556	5.08255200
0.48267264	0.00091556	5.08255200
0.48300032	5.09231900	5.08255200
0.48332800	5.09231900	5.08255200
0.48365568	5.00442500	5.08255200
0.48398336	5.09231900	5.08255200
0.48431104	5.09231900	5.08255200
0.48463872	5.09231900	0.01312296
0.48496640	5.09231900	-0.07446516
0.48529408	5.00442500	0.01312296
0.48562176	5.00442500	-0.07446516
0.48594944	5.09231900	-0.07446516
0.48627712	0.00091556	0.01312296
0.48660480	0.00091556	0.01312296
0.48693248	0.08850367	0.01312296
0.48726016	0.00091556	0.01312296
0.48758784	0.00091556	0.01312296
0.48791552	0.00091556	7.44285400
0.48824320	0.00091556	5.08255200
0.48857088	0.00091556	5.08255200
0.48889856	0.00091556	4.99527000
0.48922624	0.00091556	5.08255200
0.48955392	0.00091556	5.08255200
0.48988160	5.00442500	5.08255200
0.49020928	5.09231900	5.08255200
0.49053696	5.00442500	5.08255200
0.49086464	5.09231900	4.99527000
0.49119232	5.09231900	5.08255200
0.49152000	5.00442500	0.01312296
0.49184768	5.00442500	0.01312296
0.49217536	5.09231900	0.01312296
0.49250304	5.00442500	0.01312296
0.49283072	5.00442500	0.01312296
0.49315840	0.00091556	0.01312296
0.49348608	0.00091556	-0.07446516
0.49381376	0.00091556	0.01312296
0.49414144	0.00091556	-0.07446516
0.49446912	0.00091556	0.01312296
0.49479680	0.00091556	6.04419100
0.49512448	0.00091556	5.08255200
0.49545216	0.00091556	5.08255200
0.49577984	0.00091556	5.08255200
0.49610752	0.00091556	5.08255200
0.49643520	0.00091556	5.08255200
0.49676288	5.00442500	4.99527000
0.49709056	5.09231900	5.08255200
0.49741824	5.00442500	5.08255200
0.49774592	5.09231900	5.08255200
0.49807360	5.00442500	5.08255200
0.49840128	5.00442500	0.01312296
0.49872896	5.09231900	0.01312296
0.49905664	5.00442500	0.01312296
0.49938432	5.09231900	0.01312296
0.49971200	5.09231900	0.01312296
0.50003968	0.00091556	-0.07446516
0.50036736	0.00091556	0.01312296
0.50069504	0.00091556	0.01312296
0.50102272	0.00091556	0.01312296
0.50135040	0.00091556	0.01312296
