Temps	Canal A	Canal B
(s)	(V)	(V)

0.17694720	5.00442500	5.08255200
0.17727488	5.00442500	0.01312296
0.17760256	5.09231900	0.01312296
0.17793024	5.09231900	0.01312296
0.17825792	5.09231900	0.01312296
0.17858560	5.09231900	-0.07446516
0.17891328	5.00442500	0.01312296
0.17924096	0.00091556	0.01312296
0.17956864	0.00091556	0.01312296
0.17989632	0.00091556	-0.07446516
0.18022400	0.00091556	0.01312296
0.18055168	0.00091556	-0.07446516
0.18087936	0.08850367	-0.07446516
0.18120704	0.00091556	0.10040590
0.18153472	0.00091556	0.01312296
0.18186240	0.00091556	-0.07446516
0.18219008	0.00091556	5.08255200
0.18251776	0.00091556	5.08255200
0.18284544	0.00091556	5.08255200
0.18317312	0.00091556	5.08255200
0.18350080	0.00091556	5.08255200
0.18382848	0.00091556	5.08255200
0.18415616	0.00091556	5.08255200
0.18448384	0.00091556	5.08255200
0.18481152	5.00442500	5.08255200
0.18513920	5.09231900	5.08255200
0.18546688	5.00442500	5.08255200
0.18579456	5.09231900	5.08255200
0.18612224	5.09231900	5.08255200
0.18644992	5.09231900	5.08255200
0.18677760	5.09231900	5.08255200
0.18710528	5.00442500	5.08255200
0.18743296	5.00442500	0.01312296
0.18776064	5.09231900	0.01312296
0.18808832	5.09231900	0.01312296
0.18841600	5.00442500	0.01312296
0.18874368	5.09231900	-0.07446516
0.18907136	5.00442500	0.01312296
0.18939904	0.00091556	0.01312296
0.18972672	0.00091556	-0.07446516
0.19005440	0.00091556	0.01312296
0.19038208	0.00091556	-0.07446516
0.19070976	-0.08697775	0.01312296
0.19103744	0.00091556	0.01312296
0.19136512	0.00091556	0.01312296
0.19169280	0.00091556	0.01312296
0.19202048	0.00091556	5.08255200
0.19234816	0.08850367	5.08255200
0.19267584	0.00091556	5.08255200
0.19300352	0.00091556	5.08255200
0.19333120	-0.08697775	5.08255200
0.19365888	0.00091556	5.08255200
0.19398656	0.00091556	5.08255200
0.19431424	5.00442500	5.08255200
0.19464192	5.09231900	5.08255200
0.19496960	5.09231900	5.08255200
0.19529728	5.09231900	5.08255200
0.19562496	5.09231900	5.08255200
0.19595264	5.09231900	5.08255200
0.19628032	5.09231900	5.08255200
0.19660800	5.00442500	0.01312296
0.19693568	5.09231900	-0.07446516
0.19726336	5.00442500	0.01312296
0.19759104	5.00442500	0.01312296
0.19791872	5.09231900	0.01312296
0.19824640	5.09231900	-0.07446516
0.19857408	0.00091556	0.01312296
0.19890176	0.00091556	0.01312296
0.19922944	0.00091556	0.01312296
0.19955712	0.00091556	0.01312296
0.19988480	0.00091556	0.01312296
0.20021248	0.00091556	0.10040590
0.20054016	0.00091556	0.01312296
0.20086784	0.00091556	0.01312296
0.20119552	0.00091556	5.08255200
0.20152320	0.00091556	5.08255200
0.20185088	0.00091556	5.08255200
0.20217856	0.00091556	5.08255200
0.20250624	0.00091556	5.08255200
0.20283392	0.00091556	5.08255200
0.20316160	0.00091556	5.08255200
0.20348928	5.00442500	5.08255200
0.20381696	5.09231900	5.08255200
0.20414464	5.00442500	5.08255200
0.20447232	5.00442500	5.08255200
0.20480000	5.09231900	5.08255200
0.20512768	5.09231900	5.08255200
0.20545536	5.09231900	5.08255200
0.20578304	5.09231900	0.01312296
0.20611072	5.09231900	-0.07446516
0.20643840	5.00442500	0.01312296
0.20676608	5.00442500	-0.07446516
0.20709376	5.09231900	-0.07446516
0.20742144	0.00091556	0.01312296
0.20774912	0.00091556	0.01312296
0.20807680	0.00091556	0.10040590
0.20840448	0.00091556	-0.07446516
0.20873216	0.00091556	0.01312296
0.20905984	0.00091556	-0.07446516
0.20938752	0.00091556	0.01312296
0.20971520	0.00091556	0.01312296
0.21004288	0.00091556	5.08255200
0.21037056	0.00091556	5.08255200
0.21069824	0.00091556	5.08255200
0.21102592	0.00091556	5.08255200
0.21135360	0.00091556	5.08255200
0.21168128	0.00091556	5.08255200
0.21200896	5.09231900	5.08255200
0.21233664	5.00442500	5.08255200
0.21266432	5.09231900	5.08255200
0.21299200	5.09231900	5.08255200
0.21331968	5.09231900	5.08255200
0.21364736	5.09231900	5.08255200
0.21397504	5.00442500	5.08255200
0.21430272	5.09231900	0.01312296
0.21463040	5.09231900	0.01312296
0.21495808	5.09231900	0.01312296
0.21528576	5.00442500	-0.07446516
0.21561344	5.00442500	-0.07446516
0.21594112	0.00091556	0.01312296
0.21626880	0.00091556	0.01312296
0.21659648	0.00091556	0.01312296
0.21692416	0.00091556	-0.07446516
0.21725184	0.00091556	0.01312296
0.21757952	0.00091556	0.01312296
0.21790720	0.00091556	-0.07446516
0.21823488	0.00091556	5.08255200
0.21856256	0.00091556	5.08255200
0.21889024	0.00091556	5.08255200
0.21921792	0.00091556	5.08255200
0.21954560	0.00091556	5.08255200
0.21987328	0.00091556	5.08255200
0.22020096	5.09231900	5.08255200
0.22052864	5.09231900	5.08255200
0.22085632	5.09231900	5.08255200
0.22118400	5.00442500	5.08255200
0.22151168	5.00442500	5.08255200
0.22183936	5.00442500	5.08255200
0.22216704	5.09231900	0.01312296
0.22249472	5.09231900	0.01312296
0.22282240	5.00442500	0.01312296
0.22315008	5.00442500	0.01312296
0.22347776	5.00442500	0.01312296
0.22380544	5.09231900	-0.07446516
0.22413312	0.00091556	0.01312296
0.22446080	0.00091556	0.01312296
0.22478848	0.00091556	0.01312296
0.22511616	0.00091556	-0.07446516
0.22544384	0.00091556	0.01312296
0.22577152	0.00091556	0.01312296
0.22609920	0.00091556	5.08255200
0.22642688	0.00091556	5.08255200
0.22675456	0.00091556	5.08255200
0.22708224	0.00091556	5.08255200
0.22740992	0.00091556	5.08255200
0.22773760	0.00091556	5.08255200
0.22806528	5.00442500	5.08255200
0.22839296	5.09231900	5.08255200
0.22872064	5.09231900	5.08255200
0.22904832	5.09231900	5.08255200
0.22937600	5.09231900	5.08255200
0.22970368	5.09231900	5.08255200
0.23003136	5.09231900	0.01312296
0.23035904	5.09231900	0.01312296
0.23068672	5.09231900	0.01312296
0.23101440	5.09231900	0.01312296
0.23134208	5.00442500	-0.07446516
0.23166976	0.00091556	0.01312296
0.23199744	0.00091556	0.01312296
0.23232512	0.00091556	-0.07446516
0.23265280	0.00091556	-0.07446516
0.23298048	0.00091556	0.10040590
0.23330816	-0.08697775	0.01312296
0.23363584	0.00091556	5.08255200
0.23396352	0.00091556	5.08255200
0.23429120	0.00091556	5.08255200
0.23461888	0.00091556	5.08255200
0.23494656	0.00091556	5.08255200
0.23527424	0.00091556	5.08255200
0.23560192	5.09231900	5.08255200
0.23592960	5.09231900	5.08255200
0.23625728	5.09231900	5.08255200
0.23658496	5.09231900	5.08255200
0.23691264	5.00442500	5.08255200
0.23724032	5.09231900	5.08255200
0.23756800	5.00442500	-0.07446516
0.23789568	5.00442500	0.01312296
0.23822336	5.00442500	0.01312296
0.23855104	5.00442500	-0.07446516
0.23887872	5.00442500	0.01312296
0.23920640	0.00091556	0.01312296
0.23953408	0.00091556	0.01312296
0.23986176	0.00091556	0.10040590
0.24018944	0.00091556	0.01312296
0.24051712	0.00091556	0.01312296
0.24084480	0.00091556	0.01312296
0.24117248	0.00091556	5.08255200
0.24150016	0.00091556	5.08255200
0.24182784	0.00091556	5.08255200
0.24215552	0.00091556	5.08255200
0.24248320	0.00091556	5.08255200
0.24281088	5.00442500	5.08255200
0.24313856	5.09231900	5.08255200
0.24346624	5.00442500	5.08255200
0.24379392	5.00442500	5.08255200
0.24412160	5.09231900	5.08255200
0.24444928	5.09231900	5.08255200
0.24477696	5.00442500	0.01312296
0.24510464	5.00442500	0.01312296
0.24543232	5.00442500	0.01312296
0.24576000	5.00442500	0.01312296
0.24608768	5.09231900	0.01312296
0.24641536	0.00091556	0.01312296
0.24674304	0.00091556	0.01312296
0.24707072	0.00091556	0.01312296
0.24739840	0.00091556	0.01312296
0.24772608	0.00091556	0.01312296
0.24805376	0.00091556	0.01312296
0.24838144	0.00091556	5.08255200
0.24870912	0.00091556	5.08255200
0.24903680	0.00091556	5.08255200
